experiment_id,target_id,target_column,model_id,model_label,combination_id,branches,branch_count,feature_count,oof_folds,rows,groups,records,complete_case_rows,balanced_accuracy_group_bootstrap_ci_low,balanced_accuracy_group_bootstrap_ci_high,class_0,class_1,prevalence,accuracy,balanced_accuracy,f1,precision,npv,recall_sensitivity,specificity,false_positive_rate,false_negative_rate,mcc,tn,fp,fn,tp,errors,roc_auc,average_precision,group_macro_accuracy,group_macro_sensitivity,group_macro_specificity,group_macro_balanced_accuracy,groups_with_positive_cases,groups_with_negative_cases,rank_within_target
artifact__B2__linear_svm,artifact,target_artifact_binary,linear_svm,Linear support-vector machine,B2,B2,1,16,5,11317,17,30,8986,0.8601538586196648,0.9467405024476281,5055,6262,0.5533268534063798,0.901210568171777,0.9036391137917277,0.9079835390946502,0.9368206521739131,0.8625897955424572,0.8808687320344938,0.9264094955489615,0.07359050445103858,0.11913126796550623,0.8033347056763873,4683,372,746,5516,1118,0.9519223703743016,0.9698609788113616,0.9210903445464983,0.8495954121184437,0.9346972787771185,0.8921463454477812,15,17,14
artifact__B1+B2+B3__hist_gradient_boosting,artifact,target_artifact_binary,hist_gradient_boosting,Histogram gradient boosting,B1+B2+B3,B1+B2+B3,3,44,5,11317,17,30,4084,0.8320022877448031,0.9509417058081928,5055,6262,0.5533268534063798,0.8929928426261377,0.8892354809329885,0.9053092501368364,0.8869312088248813,0.9012526096033403,0.924465027147876,0.8540059347181009,0.14599406528189912,0.07553497285212392,0.7833123356995064,4317,738,473,5789,1211,0.9590971052690604,0.9714510296743225,0.9027420063026587,0.906911353071097,0.8762304427017222,0.8915708978864096,15,17,15
artifact__B1+B2__logistic_regression,artifact,target_artifact_binary,logistic_regression,Regularized logistic regression,B1+B2,B1+B2,2,31,5,11317,17,30,5666,0.8627531632844951,0.950511471796656,5055,6262,0.5533268534063798,0.8983829636829549,0.9014081292306506,0.9048328368090036,0.9390243902439024,0.8553230209281165,0.873043755988502,0.9297725024727992,0.0702274975272008,0.12695624401149794,0.7985706083719467,4700,355,795,5467,1150,0.9546520058342581,0.9703637472264467,0.9189100439862468,0.8446501244022613,0.9350546608785928,0.889852392640427,15,17,16
artifact__B2+B3__hist_gradient_boosting,artifact,target_artifact_binary,hist_gradient_boosting,Histogram gradient boosting,B2+B3,B2+B3,2,29,5,11317,17,30,6653,0.8139991958028224,0.9483865457805062,5055,6262,0.5533268534063798,0.8863656446054609,0.8809210154288138,0.9007562895508566,0.8715651135005974,0.9078121618697251,0.9319706164164804,0.8298714144411474,0.17012858555885263,0.06802938358351965,0.7705597746264796,4195,860,426,5836,1286,0.9616777883397607,0.9721651016438668,0.8977453735755715,0.919640037772599,0.8562993606807472,0.887969699226673,15,17,17
artifact__B1+B2+B4__linear_svm,artifact,target_artifact_binary,linear_svm,Linear support-vector machine,B1+B2+B4,B1+B2+B4,3,39,5,11317,17,30,5666,0.8420826712270959,0.9493622152928857,5055,6262,0.5533268534063798,0.8877794468498719,0.890186912344915,0.8953526697429136,0.924923391215526,0.8476942862392063,0.867614180772916,0.912759643916914,0.08724035608308606,0.132385819227084,0.7764860668281968,4614,441,829,5433,1270,0.9438624507612052,0.9639311900086273,0.9119170084730379,0.8534724948733463,0.9181656487043844,0.8858190717888654,15,17,18
artifact__B2__hist_gradient_boosting,artifact,target_artifact_binary,hist_gradient_boosting,Histogram gradient boosting,B2,B2,1,16,5,11317,17,30,8986,0.8279496772930622,0.9401712339991279,5055,6262,0.5533268534063798,0.889193249094283,0.8845246997179856,0.9026397515527951,0.8783620429132668,0.9044477548414557,0.9282976684765251,0.8407517309594461,0.15924826904055392,0.07170233152347492,0.7758990944935193,4250,805,449,5813,1254,0.960421660046736,0.9747610156452523,0.9021436885932334,0.9040084498463534,0.8675701770687069,0.8857893134575301,15,17,19
artifact__B2__extra_trees,artifact,target_artifact_binary,extra_trees,Extremely randomized trees,B2,B2,1,16,5,11317,17,30,8986,0.8376250200648189,0.9464429411876814,5055,6262,0.5533268534063798,0.8961738976760626,0.8927391159715186,0.9079081432714162,0.8914883792519624,0.9024896265560166,0.9249441073139572,0.8605341246290801,0.1394658753709199,0.07505589268604279,0.7897166835034638,4350,705,470,5792,1175,0.9643728314632938,0.9755668858572057,0.9135240443320614,0.8860775528908152,0.8850824437619216,0.8855799983263684,15,17,20
artifact__B1+B2+B4__hist_gradient_boosting,artifact,target_artifact_binary,hist_gradient_boosting,Histogram gradient boosting,B1+B2+B4,B1+B2+B4,3,39,5,11317,17,30,5666,0.8449073850577118,0.9484543204522033,5055,6262,0.5533268534063798,0.8963506229566139,0.894328704910311,0.9069859646340497,0.9007717750826902,0.8907004830917874,0.9132864899393165,0.8753709198813057,0.12462908011869436,0.0867135100606835,0.7900635804014524,4425,630,543,5719,1173,0.950179959127338,0.968181786045313,0.9058060280451833,0.8855608584019038,0.8839798158879764,0.88477033714494,15,17,21
artifact__B1+B2__linear_svm,artifact,target_artifact_binary,linear_svm,Linear support-vector machine,B1+B2,B1+B2,2,31,5,11317,17,30,5666,0.8562824596043589,0.9447210788006168,5055,6262,0.5533268534063798,0.8925510294247592,0.8957378766497306,0.8991708126036484,0.93515005174198,0.8477985142235912,0.8658575534972852,0.9256181998021761,0.07438180019782394,0.13414244650271478,0.7872006135937227,4679,376,840,5422,1216,0.9510885529062143,0.9681509198579772,0.91499536766445,0.8440204497723249,0.9250210839616742,0.8845207668669995,15,17,22
artifact__B2__random_forest,artifact,target_artifact_binary,random_forest,Random forest,B2,B2,1,16,5,11317,17,30,8986,0.821782958458318,0.9344543555150582,5055,6262,0.5533268534063798,0.8840682159582929,0.8779108029497312,0.8993092862624712,0.8656914893617021,0.911409100901297,0.9356435643564357,0.8201780415430268,0.1798219584569733,0.06435643564356436,0.7663872494229012,4146,909,403,5859,1312,0.9590557998079888,0.9753746033984605,0.8998492734857968,0.906561603281521,0.8572688274483075,0.8819152153649142,15,17,23
artifact__B1+B2__random_forest,artifact,target_artifact_binary,random_forest,Random forest,B1+B2,B1+B2,2,31,5,11317,17,30,5666,0.8321074175906439,0.9361504092742592,5055,6262,0.5533268534063798,0.8936997437483432,0.8880058576356344,0.9074116832140383,0.8757985440499183,0.9199738334060183,0.9413925263494092,0.8346191889218596,0.16538081107814046,0.058607473650590866,0.7858299355427208,4219,836,367,5895,1203,0.962117111012336,0.9765673398180494,0.9040108971472376,0.8963850823395051,0.8666933002458247,0.8815391912926649,15,17,24
artifact__B1+B2+B3+B4__hist_gradient_boosting,artifact,target_artifact_binary,hist_gradient_boosting,Histogram gradient boosting,B1+B2+B3+B4,B1+B2+B3+B4,4,52,5,11317,17,30,4084,0.831067469014181,0.9440180363705073,5055,6262,0.5533268534063798,0.8873376336484934,0.8836486606447569,0.9001956947162426,0.8828496852448948,0.8934221482098251,0.9182369849888214,0.8490603363006923,0.1509396636993076,0.08176301501117854,0.7717715325161367,4292,763,512,5750,1275,0.951532914371173,0.9678990745909378,0.8946340730945347,0.8994637606468171,0.8623056264499006,0.8808846935483589,15,17,25
artifact__B2+B3+B4__hist_gradient_boosting,artifact,target_artifact_binary,hist_gradient_boosting,Histogram gradient boosting,B2+B3+B4,B2+B3+B4,3,37,5,11317,17,30,6646,0.8167865166840726,0.9366592693892802,5055,6262,0.5533268534063798,0.8839798533180171,0.8792799170794843,0.8980352566591597,0.8740740740740741,0.8979157805189281,0.9233471734270201,0.8352126607319486,0.16478733926805145,0.07665282657297988,0.765245382914836,4222,833,480,5782,1313,0.9539293103235852,0.9693890829832371,0.8918927741032914,0.9045588026491942,0.8570464144990348,0.8808026085741145,15,17,26
artifact__B2+B4__hist_gradient_boosting,artifact,target_artifact_binary,hist_gradient_boosting,Histogram gradient boosting,B2+B4,B2+B4,2,24,5,11317,17,30,8971,0.8312982790384403,0.943544368472388,5055,6262,0.5533268534063798,0.8887514358929045,0.8838966829582355,0.902395534537561,0.8769022148561096,0.9055555555555556,0.929415522197381,0.83837784371909,0.16162215628090998,0.07058447780261898,0.7750908883684995,4238,817,442,5820,1259,0.9505111452085191,0.9706136809594079,0.899101663781934,0.8963473036600595,0.8597182964569009,0.8780328000584803,15,17,27
artifact__B1+B2+B4__random_forest,artifact,target_artifact_binary,random_forest,Random forest,B1+B2+B4,B1+B2+B4,3,39,5,11317,17,30,5666,0.8385201393945021,0.9411793490123371,5055,6262,0.5533268534063798,0.8947600954316515,0.8890784096118045,0.9083352574463173,0.8766899420591294,0.9212821631051025,0.9423506866815714,0.8358061325420376,0.1641938674579624,0.05764931331842862,0.7880021796821159,4225,830,361,5901,1191,0.9592319837899363,0.9759742185038531,0.903850319047862,0.8933518006855122,0.8607412598606536,0.877046530273083,15,17,28
artifact__B2+B4__random_forest,artifact,target_artifact_binary,random_forest,Random forest,B2+B4,B2+B4,2,24,5,11317,17,30,8971,0.8247930009674799,0.941750661698868,5055,6262,0.5533268534063798,0.8888397985331802,0.882985135404514,0.9032605352199323,0.8711064965885494,0.9149726775956284,0.9378792717981476,0.8280909990108803,0.17190900098911968,0.062120728201852445,0.7759595852408756,4186,869,389,5873,1258,0.9572312515065041,0.9753259487218052,0.9022150696215623,0.8978288180954779,0.8544827258213594,0.8761557719584186,15,17,29
artifact__B2+B3__random_forest,artifact,target_artifact_binary,random_forest,Random forest,B2+B3,B2+B3,2,29,5,11317,17,30,6653,0.7773594674742492,0.9370272951614074,5055,6262,0.5533268534063798,0.8677211275072899,0.8580487363372118,0.8881082293145975,0.8347618378530279,0.9235714285714286,0.9487384222293197,0.7673590504451039,0.23264094955489614,0.05126157777068029,0.7369128412040963,3879,1176,321,5941,1497,0.9665217105610245,0.9772313298975611,0.8782707742782808,0.9332040524735578,0.7988067803552268,0.8660054164143922,15,17,30
artifact__B1+B2__extra_trees,artifact,target_artifact_binary,extra_trees,Extremely randomized trees,B1+B2,B1+B2,2,31,5,11317,17,30,5666,0.8279303579633286,0.9242651128261635,5055,6262,0.5533268534063798,0.8818591499514006,0.8779355546351992,0.8954897209411397,0.8770479252794365,0.8884245716673631,0.9147237304375598,0.8411473788328387,0.15885262116716123,0.08527626956244011,0.7606566540714407,4252,803,534,5728,1337,0.961358591109422,0.9735699941401484,0.8848730826904841,0.8672938552674303,0.8621645213596993,0.8647291883135648,15,17,31
artifact__B1+B2+B3__random_forest,artifact,target_artifact_binary,random_forest,Random forest,B1+B2+B3,B1+B2+B3,3,44,5,11317,17,30,4084,0.7793583244841105,0.9366335401394424,5055,6262,0.5533268534063798,0.8684280286294954,0.8589162931800024,0.888572925241338,0.8360794254330376,0.9229127134724858,0.9480996486745449,0.7697329376854599,0.23026706231454006,0.051900351325455125,0.7381255246212963,3891,1164,325,5937,1489,0.9670531530993627,0.977675329540456,0.8855203734428589,0.9199651064634751,0.8014422216111161,0.8607036640372956,15,17,32
artifact__B2+B4__extra_trees,artifact,target_artifact_binary,extra_trees,Extremely randomized trees,B2+B4,B2+B4,2,24,5,11317,17,30,8971,0.814718414747776,0.9283171570205156,5055,6262,0.5533268534063798,0.8777944684987188,0.8717650558010717,0.8936889845491582,0.8615681043426708,0.9017505470459518,0.9282976684765251,0.8152324431256182,0.1847675568743818,0.07170233152347492,0.7533594109420683,4121,934,449,5813,1383,0.9571524473209263,0.9723342693617893,0.8875627609606477,0.8918721371079574,0.823581522391148,0.8577268297495527,15,17,33
artifact__B1+B2+B3+B4__random_forest,artifact,target_artifact_binary,random_forest,Random forest,B1+B2+B3+B4,B1+B2+B3+B4,4,52,5,11317,17,30,4084,0.7828202139004701,0.9323457025569989,5055,6262,0.5533268534063798,0.8651586109392949,0.8554853336391359,0.8859150717703349,0.8328647736856902,0.9198191767784916,0.9461833280102204,0.7647873392680514,0.23521266073194858,0.05381667198977962,0.7315300475791578,3866,1189,337,5925,1526,0.9631406808719543,0.975145265955219,0.8793373630226776,0.921007094313165,0.7884752061104002,0.8547411502117825,15,17,34
artifact__B2+B3__extra_trees,artifact,target_artifact_binary,extra_trees,Extremely randomized trees,B2+B3,B2+B3,2,29,5,11317,17,30,6653,0.7818072402732671,0.9315592921532464,5055,6262,0.5533268534063798,0.8739065123265883,0.8634473522014785,0.8940530106169723,0.8354377688358541,0.9413625304136253,0.9615138933248164,0.7653808110781405,0.23461918892185954,0.038486106675183644,0.7514333130112604,3869,1186,241,6021,1427,0.9635314952956002,0.9715421989494165,0.881180989940635,0.9226223178639226,0.7827480669667743,0.8526851924153485,15,17,35
artifact__B2+B3+B4__random_forest,artifact,target_artifact_binary,random_forest,Random forest,B2+B3+B4,B2+B3+B4,3,37,5,11317,17,30,6646,0.7707961136553837,0.931800371483096,5055,6262,0.5533268534063798,0.86197755588937,0.8515050667505728,0.8839179548156956,0.8266611064776203,0.9235993208828522,0.9496965825614819,0.7533135509396637,0.2466864490603363,0.050303417438518044,0.7262511157990137,3808,1247,315,5947,1562,0.9641339863860992,0.9760940627302467,0.8768508991786231,0.9206587334436421,0.772328472252436,0.846493602848039,15,17,36
artifact__B1+B2+B4__extra_trees,artifact,target_artifact_binary,extra_trees,Extremely randomized trees,B1+B2+B4,B1+B2+B4,3,39,5,11317,17,30,5666,0.8222157762672099,0.9228671413387131,5055,6262,0.5533268534063798,0.8777944684987188,0.872813645871144,0.8927823862314909,0.86756064486967,0.8923076923076924,0.9195145320983711,0.826112759643917,0.17388724035608308,0.08048546790162887,0.752714135864521,4176,879,504,5758,1383,0.957658853853223,0.9718072634545281,0.8754557701084196,0.8680009048256683,0.8247877045414298,0.846394304683549,15,17,37
artifact__B1+B2+B3__extra_trees,artifact,target_artifact_binary,extra_trees,Extremely randomized trees,B1+B2+B3,B1+B2+B3,3,44,5,11317,17,30,4084,0.7830426782005631,0.9258492579812245,5055,6262,0.5533268534063798,0.8660422373420518,0.8560550172945887,0.8869500372856077,0.8319809736989368,0.9244423123051091,0.9496965825614819,0.7624134520276954,0.23758654797230466,0.050303417438518044,0.733932294125555,3854,1201,315,5947,1516,0.9593067443051377,0.969616557212474,0.8723079839381228,0.9105874015900209,0.7820137037678864,0.8463005526789537,15,17,38
artifact__B1+B3+B4__logistic_regression,artifact,target_artifact_binary,logistic_regression,Regularized logistic regression,B1+B3+B4,B1+B3+B4,3,36,5,11317,17,30,4084,0.7895057334299395,0.9135025459854376,5055,6262,0.5533268534063798,0.8551736325881417,0.8530973725303994,0.8695790562584547,0.8666137985725615,0.840782122905028,0.8725646758224209,0.8336300692383778,0.16636993076162215,0.12743532417757905,0.7067950780989601,4214,841,798,5464,1639,0.9118112768489445,0.9123569457457138,0.8604772430135951,0.8262526488555836,0.8532550701849037,0.8397538595202436,15,17,39
artifact__B2+B3+B4__extra_trees,artifact,target_artifact_binary,extra_trees,Extremely randomized trees,B2+B3+B4,B2+B3+B4,3,37,5,11317,17,30,6646,0.7743145413734132,0.924452052092911,5055,6262,0.5533268534063798,0.8618891932490943,0.851253632590214,0.8839902026274772,0.8258216613507142,0.9252313687286897,0.9509741296710316,0.7515331355093966,0.24846686449060337,0.04902587032896838,0.7263747036940067,3799,1256,307,5955,1563,0.958032245743958,0.9684978658826381,0.8684136632785361,0.917852557375506,0.7596177046443213,0.8387351310099136,15,17,40
artifact__B3+B4__logistic_regression,artifact,target_artifact_binary,logistic_regression,Regularized logistic regression,B3+B4,B3+B4,2,21,5,11317,17,30,6915,0.7809239362567253,0.9135645067177508,5055,6262,0.5533268534063798,0.853671467703455,0.8514730648904845,0.8683415487358881,0.8646295123495883,0.8398320335932813,0.8720855956563398,0.8308605341246291,0.16913946587537093,0.12791440434366017,0.7037034299334192,4200,855,801,5461,1656,0.9037305386516444,0.9017063168803244,0.8617814360393767,0.8329061006784576,0.8416476315514335,0.8372768661149456,15,17,41
artifact__B1+B3__logistic_regression,artifact,target_artifact_binary,logistic_regression,Regularized logistic regression,B1+B3,B1+B3,2,28,5,11317,17,30,4084,0.7750301911013696,0.9172180206352986,5055,6262,0.5533268534063798,0.8504904126535301,0.8479122340299503,0.8658633264626605,0.8597292191435768,0.8386706948640483,0.8720855956563398,0.8237388724035608,0.17626112759643917,0.12791440434366017,0.6971110016757992,4164,891,801,5461,1692,0.9174010509120214,0.923597692698463,0.8561802243622962,0.8122483833389373,0.8524927263745854,0.8323705548567614,15,17,42
artifact__B1+B2+B3+B4__extra_trees,artifact,target_artifact_binary,extra_trees,Extremely randomized trees,B1+B2+B3+B4,B1+B2+B3+B4,4,52,5,11317,17,30,4084,0.7668472017874373,0.9183899399023321,5055,6262,0.5533268534063798,0.8556154457895202,0.8450888201675533,0.8785491303701501,0.8217463848720801,0.9146666666666666,0.9437879271798147,0.7463897131552918,0.2536102868447082,0.05621207282018524,0.7129206282770807,3773,1282,352,5910,1634,0.9544693140702986,0.9662287387036953,0.8598271805675239,0.9088674303240274,0.7531013313558084,0.8309843808399179,15,17,43
artifact__B3+B4__linear_svm,artifact,target_artifact_binary,linear_svm,Linear support-vector machine,B3+B4,B3+B4,2,21,5,11317,17,30,6915,0.7793151867745524,0.9192761052664161,5055,6262,0.5533268534063798,0.8506671379340814,0.8481481885146493,0.8659581218274112,0.8602269145918688,0.8384630858982096,0.8717662088789524,0.8245301681503462,0.1754698318496538,0.1282337911210476,0.6974921619687496,4168,887,803,5459,1690,0.9022716897898272,0.8971343635805763,0.8596787808948054,0.8301798656232641,0.8311375636915498,0.8306587146574069,15,17,44
artifact__B1+B3__linear_svm,artifact,target_artifact_binary,linear_svm,Linear support-vector machine,B1+B3,B1+B3,2,28,5,11317,17,30,4084,0.7734332605662122,0.9124025874355057,5055,6262,0.5533268534063798,0.8482813466466378,0.8449437376972119,0.8647072728705382,0.8534764349043397,0.8414484451718495,0.8762376237623762,0.8136498516320475,0.18635014836795252,0.12376237623762376,0.692401596694097,4113,942,775,5487,1717,0.9139771677943136,0.9181743830474537,0.856325074885312,0.8144473861340276,0.8427372864176108,0.8285923362758192,15,17,45
artifact__B3__logistic_regression,artifact,target_artifact_binary,logistic_regression,Regularized logistic regression,B3,B3,1,13,5,11317,17,30,7042,0.7805516970719601,0.9159561900526013,5055,6262,0.5533268534063798,0.8489882477688433,0.8464023180340433,0.8645048759216681,0.8584474885844748,0.8368908578332662,0.8706483551580965,0.8221562809099902,0.1778437190900099,0.12935164484190353,0.6940703350771651,4156,899,810,5452,1709,0.9028335546295131,0.9096928830046815,0.8486777282054621,0.814534994612118,0.8406882733538849,0.8276116339830014,15,17,46
artifact__B1+B3+B4__linear_svm,artifact,target_artifact_binary,linear_svm,Linear support-vector machine,B1+B3+B4,B1+B3+B4,3,36,5,11317,17,30,4084,0.7676197867782052,0.9118294964287237,5055,6262,0.5533268534063798,0.8450119289564372,0.8425041724044138,0.8607936507936508,0.855632691700852,0.8314922675235992,0.8660172468859789,0.8189910979228486,0.18100890207715134,0.13398275311402108,0.6860658357586205,4140,915,839,5423,1754,0.903003752083833,0.9013962666629094,0.8521942096111337,0.8146667382681981,0.8359929089720137,0.8253298236201059,15,17,47
artifact__B3__hist_gradient_boosting,artifact,target_artifact_binary,hist_gradient_boosting,Histogram gradient boosting,B3,B3,1,13,5,11317,17,30,7042,0.7517425221558621,0.9019308991234782,5055,6262,0.5533268534063798,0.8437748519925775,0.8315867678468813,0.8701336859115616,0.8056311207834603,0.9145018915510719,0.9458639412328329,0.7173095944609298,0.2826904055390702,0.05413605876716704,0.6910666798216304,3626,1429,339,5923,1768,0.9236162828496883,0.9310057748316963,0.8371589543315296,0.9250159059246165,0.7235022181397881,0.8242590620322023,15,17,48
artifact__B3__linear_svm,artifact,target_artifact_binary,linear_svm,Linear support-vector machine,B3,B3,1,13,5,11317,17,30,7042,0.7650721463750147,0.9097311076804226,5055,6262,0.5533268534063798,0.843333038791199,0.8396525160317314,0.8606241647669208,0.8474996129431801,0.8377933305887196,0.8741616097093581,0.8051434223541049,0.19485657764589515,0.12583839029064198,0.6822924189662392,4070,985,788,5474,1773,0.9051879501150076,0.9116463240558352,0.84734087052074,0.8192619060192643,0.8279193162513262,0.8235906111352953,15,17,49
artifact__B1+B3__hist_gradient_boosting,artifact,target_artifact_binary,hist_gradient_boosting,Histogram gradient boosting,B1+B3,B1+B3,2,28,5,11317,17,30,4084,0.7273708697474457,0.8959969971804674,5055,6262,0.5533268534063798,0.8302553680303968,0.8188554612137772,0.8578616352201258,0.7992554804908314,0.8855807086614174,0.9257425742574258,0.7119683481701286,0.2880316518298714,0.07425742574257425,0.6608536281931511,3599,1456,465,5797,1921,0.9010413240998647,0.9088597205070488,0.818497001459396,0.8968011189220543,0.7319353331961834,0.8143682260591188,15,17,50
artifact__B3+B4__hist_gradient_boosting,artifact,target_artifact_binary,hist_gradient_boosting,Histogram gradient boosting,B3+B4,B3+B4,2,21,5,11317,17,30,6915,0.737677557199641,0.8937311010453934,5055,6262,0.5533268534063798,0.8297251921887426,0.8196918849537869,0.8558821329743475,0.8048952032634689,0.8716730038022814,0.9137655701053976,0.725618199802176,0.27438180019782393,0.08623442989460237,0.6577132588243202,3668,1387,540,5722,1927,0.9071797263003796,0.9185314435324685,0.8249017956766782,0.8940812172172471,0.7237384562407226,0.8089098367289849,15,17,51
artifact__B3+B4__random_forest,artifact,target_artifact_binary,random_forest,Random forest,B3+B4,B3+B4,2,21,5,11317,17,30,6915,0.7160381171486003,0.8988390662874344,5055,6262,0.5533268534063798,0.827604488822126,0.812208504281078,0.859952623645108,0.7810666318946408,0.9254385964912281,0.9565633982753114,0.6678536102868448,0.3321463897131553,0.0434366017246886,0.6641941592954782,3376,1679,272,5990,1951,0.9061549559761184,0.9045320510275942,0.8223623282822551,0.9394712979273667,0.6768793530229531,0.8081753254751599,15,17,52
artifact__B1+B3+B4__hist_gradient_boosting,artifact,target_artifact_binary,hist_gradient_boosting,Histogram gradient boosting,B1+B3+B4,B1+B3+B4,3,36,5,11317,17,30,4084,0.7346400810287478,0.8952884819605021,5055,6262,0.5533268534063798,0.8316691702748078,0.8209528151053834,0.8583116400148754,0.8032855352916609,0.8809869375907112,0.9214308527626957,0.7204747774480712,0.2795252225519288,0.07856914723730438,0.6627505963342764,3642,1413,492,5770,1905,0.8973387436379323,0.9042588237114539,0.8253572452596275,0.8941838499696826,0.7195758354787992,0.806879842724241,15,17,53
artifact__B1+B3+B4__random_forest,artifact,target_artifact_binary,random_forest,Random forest,B1+B3+B4,B1+B3+B4,3,36,5,11317,17,30,4084,0.7157914323181215,0.9023502800146325,5055,6262,0.5533268534063798,0.825041972254131,0.8106746263790732,0.8567293777134588,0.7832759989415189,0.9090183559457302,0.9453848610667518,0.6759643916913947,0.32403560830860534,0.05461513893324817,0.6558632327687499,3417,1638,342,5920,1980,0.9106066579664571,0.9236724993182853,0.8227349727512407,0.9261817130298918,0.6863957680382298,0.8062887405340609,15,17,54
artifact__B3+B4__extra_trees,artifact,target_artifact_binary,extra_trees,Extremely randomized trees,B3+B4,B3+B4,2,21,5,11317,17,30,6915,0.7270995255809339,0.9039462942878117,5055,6262,0.5533268534063798,0.829901917469294,0.816496090118249,0.8597449908925319,0.7905667961945598,0.9060716139076285,0.9421909932928777,0.6908011869436201,0.3091988130563798,0.05780900670712232,0.6640532102528168,3492,1563,362,5900,1925,0.888802318539502,0.8622297951742255,0.8176136760217856,0.9031164774296128,0.6954109738836347,0.7992637256566237,15,17,55
artifact__B1+B3__random_forest,artifact,target_artifact_binary,random_forest,Random forest,B1+B3,B1+B3,2,28,5,11317,17,30,4084,0.6910752327900026,0.8921806806771366,5055,6262,0.5533268534063798,0.8159406203057348,0.798694557883088,0.8523846644461768,0.7662122563383871,0.9284890426758939,0.9603960396039604,0.6369930761622157,0.3630069238377844,0.039603960396039604,0.6442103652843185,3220,1835,248,6014,2083,0.8930030602371044,0.9028222293226495,0.8033388570295705,0.9398304248706891,0.6545885428113408,0.797209483841015,15,17,56
artifact__B3__random_forest,artifact,target_artifact_binary,random_forest,Random forest,B3,B3,1,13,5,11317,17,30,7042,0.7009428971835467,0.8968834987723779,5055,6262,0.5533268534063798,0.8163824335071131,0.7987696816968,0.8531448763250883,0.7652129817444219,0.9340915718868474,0.963909294155222,0.6336300692383778,0.36636993076162216,0.036090705844778026,0.6464224607755165,3203,1852,226,6036,2078,0.9086630583226791,0.9149498130667714,0.8053129026037604,0.9437823649022243,0.6502953007366893,0.7970388328194569,15,17,57
artifact__B3__extra_trees,artifact,target_artifact_binary,extra_trees,Extremely randomized trees,B3,B3,1,13,5,11317,17,30,7042,0.7066021151120119,0.8896454994594064,5055,6262,0.5533268534063798,0.8164707961473889,0.8024909957253981,0.8491538964340184,0.7787398428133742,0.8908136482939633,0.9335675503034174,0.6714144411473788,0.32858555885262114,0.06643244969658256,0.6364493730320975,3394,1661,416,5846,2077,0.883646417671345,0.8766448855222072,0.8055855606002931,0.8864657435982977,0.6848387154162991,0.7856522295072984,15,17,58
artifact__B1+B3+B4__extra_trees,artifact,target_artifact_binary,extra_trees,Extremely randomized trees,B1+B3+B4,B1+B3+B4,3,36,5,11317,17,30,4084,0.702045758140162,0.8889005330337054,5055,6262,0.5533268534063798,0.8197402138375894,0.8068942842403317,0.850593232752307,0.7855790043290043,0.8840764331210191,0.9273395081443628,0.6864490603363007,0.3135509396636993,0.07266049185563718,0.6411137592718958,3470,1585,455,5807,2040,0.8905892417517813,0.8997228018002552,0.8081158911622676,0.871672663781899,0.6942744066011511,0.782973535191525,15,17,59
artifact__B1+B3__extra_trees,artifact,target_artifact_binary,extra_trees,Extremely randomized trees,B1+B3,B1+B3,2,28,5,11317,17,30,4084,0.7044369220164762,0.8875200419314677,5055,6262,0.5533268534063798,0.8154988071043563,0.8034810789397118,0.8460404070196136,0.7858904109589041,0.8693054518297236,0.9161609709358033,0.6908011869436201,0.3091988130563798,0.08383902906419674,0.6306180259966061,3492,1563,525,5737,2088,0.8643142456295978,0.862133778999244,0.8041998162683989,0.8608210528377941,0.7033376804477952,0.7820793666427946,15,17,60
artifact__B1+B4__logistic_regression,artifact,target_artifact_binary,logistic_regression,Regularized logistic regression,B1+B4,B1+B4,2,23,5,11317,17,30,6801,0.733322821205247,0.8549155654594021,5055,6262,0.5533268534063798,0.7919943447910224,0.7940051323022606,0.8048416514674184,0.8368965517241379,0.7447888345115099,0.775151708719259,0.8128585558852621,0.18714144411473788,0.22484829128074096,0.5848392752517622,4109,946,1408,4854,2354,0.8613107936619258,0.8703404880801606,0.7943081664818593,0.7022397261112692,0.8378598783989056,0.7700498022550875,15,17,61
artifact__B1+B4__hist_gradient_boosting,artifact,target_artifact_binary,hist_gradient_boosting,Histogram gradient boosting,B1+B4,B1+B4,2,23,5,11317,17,30,6801,0.7020816006330908,0.8613533989785704,5055,6262,0.5533268534063798,0.7942034107979147,0.7877841665663647,0.82014055139393,0.7940780619111709,0.7943844492440605,0.84797189396359,0.7275964391691395,0.27240356083086054,0.1520281060364101,0.5819797132690423,3678,1377,952,5310,2329,0.8438319968686828,0.8517352153196012,0.7881209115607555,0.8045234608890681,0.7240189908658368,0.7642712258774524,15,17,62
artifact__B1+B4__linear_svm,artifact,target_artifact_binary,linear_svm,Linear support-vector machine,B1+B4,B1+B4,2,23,5,11317,17,30,6801,0.7273293711650527,0.8481837953404737,5055,6262,0.5533268534063798,0.7884598391799947,0.7923936822704957,0.7980769230769231,0.8457275652484805,0.732482963480692,0.755509421909933,0.8292779426310584,0.17072205736894164,0.24449057809006708,0.5814896484421592,4192,863,1531,4731,2394,0.8691186788823422,0.8751502829566663,0.7928897153256806,0.669191429724909,0.8506588991692078,0.7599251644470584,15,17,63
